Designator,Mid X,Mid Y,Rotation,Layer
SW2_16,86.5,-72.5,0.0,top
SW2_15,48.5,-91.5,0.0,top
SW2_14,67.5,-91.5,0.0,top
SW2_13,86.5,-110.5,0.0,top
SW2_12,67.5,-72.5,0.0,top
SW2_11,48.5,-110.5,0.0,top
SW2_10,29.5,-110.5,0.0,top
SW2_9,67.5,-53.5,0.0,top
SW2_8,86.5,-53.5,0.0,top
SW2_7,48.5,-72.5,0.0,top
SW2_6,29.5,-53.5,0.0,top
SW2_5,29.5,-91.5,0.0,top
SW2_4,67.5,-110.5,0.0,top
SW2_3,29.5,-72.5,0.0,top
SW2_2,48.5,-53.5,0.0,top
SW2,86.5,-91.5,0.0,top
